round,seed0,seed1,seed2
0,0,0,0
1,73.24001765,75.16045523,76.20211864
2,75.54757738,73.42611241,72.94847512
3,76.69520092,73.166857,74.01142716
4,75.69763565,75.92425871,76.05330038
5,74.37965584,75.84968352,73.041291
