round,seed0,seed1,seed2
0,0,0,0
1,75.80471468,76.62829924,77.03168631
2,76.90095043,76.9323864,74.48005438
3,77.11241865,75.02175522,75.03200173
4,77.77237082,76.93587446,74.8413105
5,75.83109593,75.44956708,75.00938582
6,77.5359621,76.6177237,75.24116683
7,76.99202275,75.80994463,76.23849583
8,77.29491544,75.63456464,74.73254633
9,74.70860076,75.63927317,73.30696583
10,74.84572029,75.95767355,75.4056704
